kernel,Outer,Inner,Iter,VarDecl,refExpr,intLiteral,floatLiteral,mem_to,mem_from,add_sub_int,add_sub_double,mul_int,mul_double,div_double,assign_int,assign_double,log_Iter,log_VarDecl,log_refExpr,log_intLiteral,log_floatLiteral,log_mem_to,log_mem_from,log_add_sub_int,log_add_sub_double,log_mul_int,log_mul_double,log_div_double,log_assign_int,log_assign_double,runtime
535,40,4045,161800,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,17.303852082204703,1.0,12.065416134676548,10.067434360756522,0.0,0.0,0.0,10.649256177517314,9.06339508128851,10.064742764750257,9.06339508128851,0.0,0.0,9.068778277985412,0.02333
535,40,4545,181800,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,17.47199267396883,1.0,12.065416134676548,10.067434360756522,0.0,0.0,0.0,10.649256177517314,9.06339508128851,10.064742764750257,9.06339508128851,0.0,0.0,9.068778277985412,0.025995
535,40,5045,201800,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,17.622566648881083,1.0,12.065416134676548,10.067434360756522,0.0,0.0,0.0,10.649256177517314,9.06339508128851,10.064742764750257,9.06339508128851,0.0,0.0,9.068778277985412,0.028333
535,40,5545,221800,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,17.758899839936436,1.0,12.065416134676548,10.067434360756522,0.0,0.0,0.0,10.649256177517314,9.06339508128851,10.064742764750257,9.06339508128851,0.0,0.0,9.068778277985412,0.031118
535,40,6045,241800,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,17.88345471902385,1.0,12.065416134676548,10.067434360756522,0.0,0.0,0.0,10.649256177517314,9.06339508128851,10.064742764750257,9.06339508128851,0.0,0.0,9.068778277985412,0.033946
535,40,6545,261800,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,17.998105571719965,1.0,12.065416134676548,10.067434360756522,0.0,0.0,0.0,10.649256177517314,9.06339508128851,10.064742764750257,9.06339508128851,0.0,0.0,9.068778277985412,0.036787
535,40,7045,281800,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,18.104312086084363,1.0,12.065416134676548,10.067434360756522,0.0,0.0,0.0,10.649256177517314,9.06339508128851,10.064742764750257,9.06339508128851,0.0,0.0,9.068778277985412,0.039554
1035,40,45,1800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,10.813781191217037,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.000491
1035,40,545,21800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,14.41204051455165,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.005971
1035,40,1045,41800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,15.351215321855607,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.011277
1035,40,1545,61800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,15.9153192176791,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.016781
1035,40,2045,81800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,16.319813222716473,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.022092
1035,40,2545,101800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,16.63537803585042,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.027492
1035,40,3045,121800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,16.894154607681056,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.032851
1035,40,3545,141800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,17.11349800701424,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.038981
1035,40,4045,161800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,17.303852082204703,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.044516
1035,40,4545,181800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,17.47199267396883,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.070947
1035,40,5045,201800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,17.622566648881083,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.108378
1035,40,5545,221800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,17.758899839936436,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.133763
1035,40,6045,241800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,17.88345471902385,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.14863
1035,40,6545,261800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,17.998105571719965,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.169785
1035,40,7045,281800,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,18.104312086084363,1.0,13.016460104979208,11.017504401109415,0.0,0.0,0.0,11.600842114387302,10.015415052386688,11.016111838220512,10.015415052386688,0.0,0.0,10.018200178813226,0.182811
1535,40,45,1800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,10.813781191217037,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.000662
1535,40,545,21800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,14.41204051455165,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.008095
1535,40,1045,41800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,15.351215321855607,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.01549
1535,40,1545,61800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,15.9153192176791,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.022798
1535,40,2045,81800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,16.319813222716473,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.029793
1535,40,2545,101800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,16.63537803585042,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.03746
1535,40,3045,121800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,16.894154607681056,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.065637
1535,40,3545,141800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,17.11349800701424,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.113904
1535,40,4045,161800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,17.303852082204703,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.146665
1535,40,4545,181800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,17.47199267396883,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.175197
1535,40,5045,201800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,17.622566648881083,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.20148
1535,40,5545,221800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,17.758899839936436,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.226955
1535,40,6045,241800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,17.88345471902385,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.243915
1535,40,6545,261800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,17.998105571719965,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.265627
1535,40,7045,281800,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,18.104312086084363,1.0,13.584727667963922,11.585432051592962,0.0,0.0,0.0,12.169298695792845,10.584022940257542,11.584492796975875,10.584022940257542,0.0,0.0,10.585901449690772,0.283649
2035,40,45,1800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,10.813781191217037,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.001438
2035,40,545,21800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,14.41204051455165,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.011685
2035,40,1045,41800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,15.351215321855607,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.02114
2035,40,1545,61800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,15.9153192176791,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.030856
2035,40,2045,81800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,16.319813222716473,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.04442
2035,40,2545,101800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,16.63537803585042,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.097323
2035,40,3045,121800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,16.894154607681056,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.141475
2035,40,3545,141800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,17.11349800701424,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.178321
2035,40,4045,161800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,17.303852082204703,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.215156
2035,40,4545,181800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,17.47199267396883,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.246205
2035,40,5045,201800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,17.622566648881083,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.270723
2035,40,5545,221800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,17.758899839936436,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.297942
2035,40,6045,241800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,17.88345471902385,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.319216
2035,40,6545,261800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,17.998105571719965,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.355345
2035,40,7045,281800,2,16286,4073,1,0,0,6106,2035,4071,2035,0,1,2037,18.104312086084363,1.0,13.991344686986519,11.991876099003415,0.0,0.0,0.0,12.57601187420678,10.99081307915361,11.99116750614001,10.99081307915361,0.0,0.0,10.992230264965889,0.385587
2535,40,45,1800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,10.813781191217037,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.001278
2535,40,545,21800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,14.41204051455165,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.016494
2535,40,1045,41800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,15.351215321855607,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.026804
2535,40,1545,61800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,15.9153192176791,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.03995
2535,40,2045,81800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,16.319813222716473,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.095573
2535,40,2545,101800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,16.63537803585042,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.146253
2535,40,3045,121800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,16.894154607681056,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.196777
2535,40,3545,141800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,17.11349800701424,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.243675
2535,40,4045,161800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,17.303852082204703,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.268431
2535,40,4545,181800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,17.47199267396883,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.301834
2535,40,5045,201800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,17.622566648881083,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.349856
2535,40,5545,221800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,17.758899839936436,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.381405
2535,40,6045,241800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,17.88345471902385,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.40562
2535,40,6545,261800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,17.998105571719965,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.440022
2535,40,7045,281800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,18.104312086084363,1.0,14.308196801614534,12.30862344513114,0.0,0.0,0.0,12.892922223630592,11.307770031890703,12.308054559066635,11.307770031890703,0.0,0.0,11.308907804063939,0.48013
3035,40,45,1800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,10.813781191217037,1.0,14.567837271525178,12.568193653850074,0.0,0.0,0.0,13.152601744019199,11.567480801143045,12.567718457850754,11.567480801143045,0.0,0.0,11.56843119316746,0.001576
3035,40,545,21800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,14.41204051455165,1.0,14.567837271525178,12.568193653850074,0.0,0.0,0.0,13.152601744019199,11.567480801143045,12.567718457850754,11.567480801143045,0.0,0.0,11.56843119316746,0.020277
3035,40,1045,41800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,15.351215321855607,1.0,14.567837271525178,12.568193653850074,0.0,0.0,0.0,13.152601744019199,11.567480801143045,12.567718457850754,11.567480801143045,0.0,0.0,11.56843119316746,0.032688
3035,40,1545,61800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,15.9153192176791,1.0,14.567837271525178,12.568193653850074,0.0,0.0,0.0,13.152601744019199,11.567480801143045,12.567718457850754,11.567480801143045,0.0,0.0,11.56843119316746,0.066337
3035,40,2045,81800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,16.319813222716473,1.0,14.567837271525178,12.568193653850074,0.0,0.0,0.0,13.152601744019199,11.567480801143045,12.567718457850754,11.567480801143045,0.0,0.0,11.56843119316746,0.147642
3035,40,2545,101800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,16.63537803585042,1.0,14.567837271525178,12.568193653850074,0.0,0.0,0.0,13.152601744019199,11.567480801143045,12.567718457850754,11.567480801143045,0.0,0.0,11.56843119316746,0.194891
3035,40,3045,121800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,16.894154607681056,1.0,14.567837271525178,12.568193653850074,0.0,0.0,0.0,13.152601744019199,11.567480801143045,12.567718457850754,11.567480801143045,0.0,0.0,11.56843119316746,0.24236
3035,40,3545,141800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,17.11349800701424,1.0,14.567837271525178,12.568193653850074,0.0,0.0,0.0,13.152601744019199,11.567480801143045,12.567718457850754,11.567480801143045,0.0,0.0,11.56843119316746,0.284916
3035,40,4045,161800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,17.303852082204703,1.0,14.567837271525178,12.568193653850074,0.0,0.0,0.0,13.152601744019199,11.567480801143045,12.567718457850754,11.567480801143045,0.0,0.0,11.56843119316746,0.318716
