kernel,Outer,Inner,Iter,VarDecl,refExpr,intLiteral,floatLiteral,mem_to,mem_from,add_sub_int,add_sub_double,mul_int,mul_double,div_double,assign_int,assign_double,runtime1,runtime
2535,40,5545,221800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,381405,0.381405
2535,40,6045,241800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,405620,0.40562
2535,40,6545,261800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,440022,0.440022
2535,40,7045,281800,2,20286,5073,1,0,0,7606,2535,5071,2535,0,1,2537,480130,0.48013
3035,40,45,1800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,1576,0.001576
3035,40,545,21800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,20277,0.020277
3035,40,1045,41800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,32688,0.032688
3035,40,1545,61800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,66337,0.066337
3035,40,2045,81800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,147642,0.147642
3035,40,2545,101800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,194891,0.194891
3035,40,3045,121800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,242360,0.24236
3035,40,3545,141800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,284916,0.284916
3035,40,4045,161800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,318716,0.318716
3035,40,4545,181800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,366765,0.366765
3035,40,5045,201800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,410431,0.410431
3035,40,5545,221800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,451695,0.451695
3035,40,6045,241800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,487899,0.487899
3035,40,6545,261800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,534040,0.53404
3035,40,7045,281800,2,24286,6073,1,0,0,9106,3035,6071,3035,0,1,3037,569908,0.569908
3535,40,45,1800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,1867,0.001867
3535,40,545,21800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,23477,0.023477
3535,40,1045,41800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,39751,0.039751
3535,40,1545,61800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,123998,0.123998
3535,40,2045,81800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,176175,0.176175
3535,40,2545,101800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,235890,0.23589
3535,40,3045,121800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,295228,0.295228
3535,40,3545,141800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,334194,0.334194
3535,40,4045,161800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,379415,0.379415
3535,40,4545,181800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,424631,0.424631
3535,40,5045,201800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,475119,0.475119
3535,40,5545,221800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,532644,0.532644
3535,40,6045,241800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,570668,0.570668
3535,40,6545,261800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,611774,0.611774
3535,40,7045,281800,2,28286,7073,1,0,0,10606,3535,7071,3535,0,1,3537,653496,0.653496
4035,40,45,1800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,2154,0.002154
4035,40,545,21800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,27520,0.02752
4035,40,1045,41800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,54488,0.054488
4035,40,1545,61800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,148238,0.148238
4035,40,2045,81800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,212974,0.212974
4035,40,2545,101800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,265645,0.265645
4035,40,3045,121800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,320707,0.320707
4035,40,3545,141800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,388911,0.388911
4035,40,4045,161800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,430378,0.430378
4035,40,4545,181800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,490576,0.490576
4035,40,5045,201800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,558957,0.558957
4035,40,5545,221800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,599469,0.599469
4035,40,6045,241800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,630505,0.630505
4035,40,6545,261800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,691342,0.691342
4035,40,7045,281800,2,32286,8073,1,0,0,12106,4035,8071,4035,0,1,4037,749086,0.749086
4535,40,45,1800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,2429,0.002429
4535,40,545,21800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,31039,0.031039
4535,40,1045,41800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,85208,0.085208
4535,40,1545,61800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,185797,0.185797
4535,40,2045,81800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,242857,0.242857
4535,40,2545,101800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,296709,0.296709
4535,40,3045,121800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,364977,0.364977
4535,40,3545,141800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,434240,0.43424
4535,40,4045,161800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,486673,0.486673
4535,40,4545,181800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,550339,0.550339
4535,40,5045,201800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,606523,0.606523
4535,40,5545,221800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,681536,0.681536
4535,40,6045,241800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,720421,0.720421
4535,40,6545,261800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,775465,0.775465
4535,40,7045,281800,2,36286,9073,1,0,0,13606,4535,9071,4535,0,1,4537,844728,0.844728
5035,40,45,1800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,2694,0.002694
5035,40,545,21800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,34505,0.034505
5035,40,1045,41800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,116418,0.116418
5035,40,1545,61800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,197618,0.197618
5035,40,2045,81800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,267419,0.267419
5035,40,2545,101800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,332323,0.332323
5035,40,3045,121800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,404686,0.404686
5035,40,3545,141800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,484338,0.484338
5035,40,4045,161800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,542925,0.542925
5035,40,4545,181800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,607786,0.607786
5035,40,5045,201800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,672109,0.672109
5035,40,5545,221800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,752761,0.752761
5035,40,6045,241800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,788339,0.788339
5035,40,6545,261800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,862911,0.862911
5035,40,7045,281800,2,40286,10073,1,0,0,15106,5035,10071,5035,0,1,5037,937912,0.937912
5535,40,45,1800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,2963,0.002963
5535,40,545,21800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,37949,0.037949
5535,40,1045,41800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,135262,0.135262
5535,40,1545,61800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,221675,0.221675
5535,40,2045,81800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,294588,0.294588
5535,40,2545,101800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,369962,0.369962
5535,40,3045,121800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,441894,0.441894
5535,40,3545,141800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,543892,0.543892
5535,40,4045,161800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,591944,0.591944
5535,40,4545,181800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,664066,0.664066
5535,40,5045,201800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,738080,0.73808
5535,40,5545,221800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,823870,0.82387
5535,40,6045,241800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,868670,0.86867
5535,40,6545,261800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,954291,0.954291
5535,40,7045,281800,2,44286,11073,1,0,0,16606,5535,11071,5535,0,1,5537,1029908,1.029908
6035,40,45,1800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,3225,0.003225
6035,40,545,21800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,41407,0.041407
6035,40,1045,41800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,151563,0.151563
6035,40,1545,61800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,242862,0.242862
6035,40,2045,81800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,319497,0.319497
6035,40,2545,101800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,407885,0.407885
6035,40,3045,121800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,485448,0.485448
6035,40,3545,141800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,580002,0.580002
6035,40,4045,161800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,640229,0.640229
6035,40,4545,181800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,747593,0.747593
6035,40,5045,201800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,807459,0.807459
6035,40,5545,221800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,888958,0.888958
6035,40,6045,241800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,950665,0.950665
6035,40,6545,261800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,1033922,1.033922
6035,40,7045,281800,2,48286,12073,1,0,0,18106,6035,12071,6035,0,1,6037,1129729,1.129729
6535,40,45,1800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,3493,0.003493
6535,40,545,21800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,44770,0.04477
6535,40,1045,41800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,168775,0.168775
6535,40,1545,61800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,262579,0.262579
6535,40,2045,81800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,349838,0.349838
6535,40,2545,101800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,433002,0.433002
6535,40,3045,121800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,544424,0.544424
6535,40,3545,141800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,624516,0.624516
6535,40,4045,161800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,693437,0.693437
6535,40,4545,181800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,799212,0.799212
6535,40,5045,201800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,876337,0.876337
6535,40,5545,221800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,980601,0.980601
6535,40,6045,241800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,1025605,1.025605
6535,40,6545,261800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,1115043,1.115043
6535,40,7045,281800,2,52286,13073,1,0,0,19606,6535,13071,6535,0,1,6537,1215175,1.215175
7035,40,45,1800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,3763,0.003763
7035,40,545,21800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,48490,0.04849
7035,40,1045,41800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,184189,0.184189
7035,40,1545,61800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,281264,0.281264
7035,40,2045,81800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,380381,0.380381
7035,40,2545,101800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,475881,0.475881
7035,40,3045,121800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,564992,0.564992
7035,40,3545,141800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,667254,0.667254
7035,40,4045,161800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,747044,0.747044
7035,40,4545,181800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,862343,0.862343
7035,40,5045,201800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,942753,0.942753
7035,40,5545,221800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,1042237,1.042237
7035,40,6045,241800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,1098562,1.098562
7035,40,6545,261800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,1208210,1.20821
7035,40,7045,281800,2,56286,14073,1,0,0,21106,7035,14071,7035,0,1,7037,1309691,1.309691
35,590,45,26550,2,286,73,1,0,0,106,35,71,35,0,1,37,194,0.000194
35,590,545,321550,2,286,73,1,0,0,106,35,71,35,0,1,37,2282,0.002282
35,590,1045,616550,2,286,73,1,0,0,106,35,71,35,0,1,37,6109,0.006109
35,590,1545,911550,2,286,73,1,0,0,106,35,71,35,0,1,37,8592,0.008592
35,590,2045,1206550,2,286,73,1,0,0,106,35,71,35,0,1,37,11330,0.01133
35,590,2545,1501550,2,286,73,1,0,0,106,35,71,35,0,1,37,14227,0.014227
35,590,3045,1796550,2,286,73,1,0,0,106,35,71,35,0,1,37,16762,0.016762
35,590,3545,2091550,2,286,73,1,0,0,106,35,71,35,0,1,37,19667,0.019667
35,590,4045,2386550,2,286,73,1,0,0,106,35,71,35,0,1,37,22379,0.022379
35,590,4545,2681550,2,286,73,1,0,0,106,35,71,35,0,1,37,25115,0.025115
35,590,5045,2976550,2,286,73,1,0,0,106,35,71,35,0,1,37,27797,0.027797
35,590,5545,3271550,2,286,73,1,0,0,106,35,71,35,0,1,37,30556,0.030556
35,590,6045,3566550,2,286,73,1,0,0,106,35,71,35,0,1,37,33288,0.033288
35,590,6545,3861550,2,286,73,1,0,0,106,35,71,35,0,1,37,36011,0.036011
35,590,7045,4156550,2,286,73,1,0,0,106,35,71,35,0,1,37,38776,0.038776
535,590,45,26550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,2398,0.002398
535,590,545,321550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,35392,0.035392
535,590,1045,616550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,76847,0.076847
535,590,1545,911550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,134896,0.134896
535,590,2045,1206550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,148830,0.14883
535,590,2545,1501550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,187201,0.187201
535,590,3045,1796550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,221085,0.221085
535,590,3545,2091550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,263459,0.263459
535,590,4045,2386550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,302184,0.302184
535,590,4545,2681550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,338107,0.338107
535,590,5045,2976550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,369131,0.369131
535,590,5545,3271550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,418302,0.418302
535,590,6045,3566550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,443429,0.443429
535,590,6545,3861550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,479299,0.479299
535,590,7045,4156550,2,4286,1073,1,0,0,1606,535,1071,535,0,1,537,518141,0.518141
1035,590,45,26550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,6311,0.006311
1035,590,545,321550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,77784,0.077784
1035,590,1045,616550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,147245,0.147245
1035,590,1545,911550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,219812,0.219812
1035,590,2045,1206550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,289020,0.28902
1035,590,2545,1501550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,372977,0.372977
1035,590,3045,1796550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,429643,0.429643
1035,590,3545,2091550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,509720,0.50972
1035,590,4045,2386550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,626929,0.626929
1035,590,4545,2681550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,1041882,1.041882
1035,590,5045,2976550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,1573231,1.573231
1035,590,5545,3271550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,1938669,1.938669
1035,590,6045,3566550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,2152547,2.152547
1035,590,6545,3861550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,2488811,2.488811
1035,590,7045,4156550,2,8286,2073,1,0,0,3106,1035,2071,1035,0,1,1037,2719226,2.719226
1535,590,45,26550,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,9422,0.009422
1535,590,545,321550,2,12286,3073,1,0,0,4606,1535,3071,1535,0,1,1537,116705,0.116705
