kernel,Outer,Inner,Iter,VarDecl,refExpr,intLiteral,floatLiteral,mem_to,mem_from,add_sub_int,add_sub_double,mul_int,mul_double,div_double,assign_int,assign_double,runtime1,runtime
4840,50,640,32000,2,38726,9683,1,26972800,26972800,14521,4840,9681,4840,0,1,4842,52894,0.052894
5240,50,640,32000,2,41926,10483,1,29180800,29180800,15721,5240,10481,5240,0,1,5242,56571,0.056571
5640,50,640,32000,2,45126,11283,1,31388800,31388800,16921,5640,11281,5640,0,1,5642,60110,0.06011
6040,50,640,32000,2,48326,12083,1,33596800,33596800,18121,6040,12081,6040,0,1,6042,64409,0.064409
6440,50,640,32000,2,51526,12883,1,35804800,35804800,19321,6440,12881,6440,0,1,6442,67851,0.067851
6840,50,640,32000,2,54726,13683,1,38012800,38012800,20521,6840,13681,6840,0,1,6842,72705,0.072705
40,800,40,32000,2,326,83,1,524800,524800,121,40,81,40,0,1,42,3822,0.003822
440,800,40,32000,2,3526,883,1,3212800,3212800,1321,440,881,440,0,1,442,7597,0.007597
840,800,40,32000,2,6726,1683,1,5900800,5900800,2521,840,1681,840,0,1,842,11537,0.011537
1240,800,40,32000,2,9926,2483,1,8588800,8588800,3721,1240,2481,1240,0,1,1242,15106,0.015106
1640,800,40,32000,2,13126,3283,1,11276800,11276800,4921,1640,3281,1640,0,1,1642,19372,0.019372
2040,800,40,32000,2,16326,4083,1,13964800,13964800,6121,2040,4081,2040,0,1,2042,23745,0.023745
2440,800,40,32000,2,19526,4883,1,16652800,16652800,7321,2440,4881,2440,0,1,2442,30707,0.030707
2840,800,40,32000,2,22726,5683,1,19340800,19340800,8521,2840,5681,2840,0,1,2842,33451,0.033451
3240,800,40,32000,2,25926,6483,1,22028800,22028800,9721,3240,6481,3240,0,1,3242,37904,0.037904
3640,800,40,32000,2,29126,7283,1,24716800,24716800,10921,3640,7281,3640,0,1,3642,41896,0.041896
4040,800,40,32000,2,32326,8083,1,27404800,27404800,12121,4040,8081,4040,0,1,4042,42481,0.042481
4440,800,40,32000,2,35526,8883,1,30092800,30092800,13321,4440,8881,4440,0,1,4442,51509,0.051509
4840,800,40,32000,2,38726,9683,1,32780800,32780800,14521,4840,9681,4840,0,1,4842,54795,0.054795
5240,800,40,32000,2,41926,10483,1,35468800,35468800,15721,5240,10481,5240,0,1,5242,59871,0.059871
5640,800,40,32000,2,45126,11283,1,38156800,38156800,16921,5640,11281,5640,0,1,5642,63657,0.063657
6040,800,40,32000,2,48326,12083,1,40844800,40844800,18121,6040,12081,6040,0,1,6042,68292,0.068292
6440,800,40,32000,2,51526,12883,1,43532800,43532800,19321,6440,12881,6440,0,1,6442,74312,0.074312
6840,800,40,32000,2,54726,13683,1,46220800,46220800,20521,6840,13681,6840,0,1,6842,76386,0.076386
44,603,55,33165,2,358,91,1,496936,496936,133,44,89,44,0,1,46,1819,0.001819
544,603,55,33165,2,4358,1091,1,3128936,3128936,1633,544,1089,544,0,1,546,7430,0.00743
1044,603,55,33165,2,8358,2091,1,5760936,5760936,3133,1044,2089,1044,0,1,1046,12496,0.012496
1544,603,55,33165,2,12358,3091,1,8392936,8392936,4633,1544,3089,1544,0,1,1546,18107,0.018107
2044,603,55,33165,2,16358,4091,1,11024936,11024936,6133,2044,4089,2044,0,1,2046,26203,0.026203
2544,603,55,33165,2,20358,5091,1,13656936,13656936,7633,2544,5089,2544,0,1,2546,32329,0.032329
3044,603,55,33165,2,24358,6091,1,16288936,16288936,9133,3044,6089,3044,0,1,3046,34599,0.034599
3544,603,55,33165,2,28358,7091,1,18920936,18920936,10633,3544,7089,3544,0,1,3546,39623,0.039623
4044,603,55,33165,2,32358,8091,1,21552936,21552936,12133,4044,8089,4044,0,1,4046,45270,0.04527
4544,603,55,33165,2,36358,9091,1,24184936,24184936,13633,4544,9089,4544,0,1,4546,49091,0.049091
5044,603,55,33165,2,40358,10091,1,26816936,26816936,15133,5044,10089,5044,0,1,5046,54610,0.05461
5544,603,55,33165,2,44358,11091,1,29448936,29448936,16633,5544,11089,5544,0,1,5546,60076,0.060076
6044,603,55,33165,2,48358,12091,1,32080936,32080936,18133,6044,12089,6044,0,1,6046,29192,0.029192
6544,603,55,33165,2,52358,13091,1,34712936,34712936,19633,6544,13089,6544,0,1,6546,69445,0.069445
7044,603,55,33165,2,56358,14091,1,37344936,37344936,21133,7044,14089,7044,0,1,7046,75508,0.075508
55,555,65,36075,2,446,113,1,561400,561400,166,55,111,55,0,1,57,368,0.000368
455,555,65,36075,2,3646,913,1,2545400,2545400,1366,455,911,455,0,1,457,6459,0.006459
855,555,65,36075,2,6846,1713,1,4529400,4529400,2566,855,1711,855,0,1,857,10738,0.010738
1255,555,65,36075,2,10046,2513,1,6513400,6513400,3766,1255,2511,1255,0,1,1257,14966,0.014966
1655,555,65,36075,2,13246,3313,1,8497400,8497400,4966,1655,3311,1655,0,1,1657,20150,0.02015
2055,555,65,36075,2,16446,4113,1,10481400,10481400,6166,2055,4111,2055,0,1,2057,23953,0.023953
2455,555,65,36075,2,19646,4913,1,12465400,12465400,7366,2455,4911,2455,0,1,2457,28136,0.028136
2855,555,65,36075,2,22846,5713,1,14449400,14449400,8566,2855,5711,2855,0,1,2857,32253,0.032253
3255,555,65,36075,2,26046,6513,1,16433400,16433400,9766,3255,6511,3255,0,1,3257,37074,0.037074
3655,555,65,36075,2,29246,7313,1,18417400,18417400,10966,3655,7311,3655,0,1,3657,40948,0.040948
4055,555,65,36075,2,32446,8113,1,20401400,20401400,12166,4055,8111,4055,0,1,4057,8078,0.008078
4455,555,65,36075,2,35646,8913,1,22385400,22385400,13366,4455,8911,4455,0,1,4457,49614,0.049614
4855,555,65,36075,2,38846,9713,1,24369400,24369400,14566,4855,9711,4855,0,1,4857,53371,0.053371
5255,555,65,36075,2,42046,10513,1,26353400,26353400,15766,5255,10511,5255,0,1,5257,57815,0.057815
5655,555,65,36075,2,45246,11313,1,28337400,28337400,16966,5655,11311,5655,0,1,5657,60706,0.060706
6055,555,65,36075,2,48446,12113,1,30321400,30321400,18166,6055,12111,6055,0,1,6057,65092,0.065092
6455,555,65,36075,2,51646,12913,1,32305400,32305400,19366,6455,12911,6455,0,1,6457,70358,0.070358
6855,555,65,36075,2,54846,13713,1,34289400,34289400,20566,6855,13711,6855,0,1,6857,18523,0.018523
55,55,665,36575,2,446,113,1,609400,609400,166,55,111,55,0,1,57,3851,0.003851
455,55,665,36575,2,3646,913,1,2913400,2913400,1366,455,911,455,0,1,457,9651,0.009651
855,55,665,36575,2,6846,1713,1,5217400,5217400,2566,855,1711,855,0,1,857,368,0.000368
1255,55,665,36575,2,10046,2513,1,7521400,7521400,3766,1255,2511,1255,0,1,1257,7407,0.007407
1655,55,665,36575,2,13246,3313,1,9825400,9825400,4966,1655,3311,1655,0,1,1657,19741,0.019741
2055,55,665,36575,2,16446,4113,1,12129400,12129400,6166,2055,4111,2055,0,1,2057,22247,0.022247
2455,55,665,36575,2,19646,4913,1,14433400,14433400,7366,2455,4911,2455,0,1,2457,29381,0.029381
2855,55,665,36575,2,22846,5713,1,16737400,16737400,8566,2855,5711,2855,0,1,2857,32610,0.03261
3255,55,665,36575,2,26046,6513,1,19041400,19041400,9766,3255,6511,3255,0,1,3257,37362,0.037362
3655,55,665,36575,2,29246,7313,1,21345400,21345400,10966,3655,7311,3655,0,1,3657,41642,0.041642
4055,55,665,36575,2,32446,8113,1,23649400,23649400,12166,4055,8111,4055,0,1,4057,43026,0.043026
4455,55,665,36575,2,35646,8913,1,25953400,25953400,13366,4455,8911,4455,0,1,4457,49647,0.049647
4855,55,665,36575,2,38846,9713,1,28257400,28257400,14566,4855,9711,4855,0,1,4857,2535,0.002535
5255,55,665,36575,2,42046,10513,1,30561400,30561400,15766,5255,10511,5255,0,1,5257,58145,0.058145
5655,55,665,36575,2,45246,11313,1,32865400,32865400,16966,5655,11311,5655,0,1,5657,25784,0.025784
6055,55,665,36575,2,48446,12113,1,35169400,35169400,18166,6055,12111,6055,0,1,6057,19972,0.019972
6455,55,665,36575,2,51646,12913,1,37473400,37473400,19366,6455,12911,6455,0,1,6457,76354,0.076354
6855,55,665,36575,2,54846,13713,1,39777400,39777400,20566,6855,13711,6855,0,1,6857,76749,0.076749
35,40,1045,41800,2,286,73,1,638200,638200,106,35,71,35,0,1,37,3913,0.003913
535,40,1045,41800,2,4286,1073,1,4978200,4978200,1606,535,1071,535,0,1,537,12407,0.012407
1035,40,1045,41800,2,8286,2073,1,9318200,9318200,3106,1035,2071,1035,0,1,1037,16632,0.016632
1535,40,1045,41800,2,12286,3073,1,13658200,13658200,4606,1535,3071,1535,0,1,1537,9619,0.009619
2035,40,1045,41800,2,16286,4073,1,17998200,17998200,6106,2035,4071,2035,0,1,2037,25743,0.025743
2535,40,1045,41800,2,20286,5073,1,22338200,22338200,7606,2535,5071,2535,0,1,2537,32075,0.032075
3035,40,1045,41800,2,24286,6073,1,26678200,26678200,9106,3035,6071,3035,0,1,3037,38826,0.038826
3535,40,1045,41800,2,28286,7073,1,31018200,31018200,10606,3535,7071,3535,0,1,3537,44423,0.044423
4035,40,1045,41800,2,32286,8073,1,35358200,35358200,12106,4035,8071,4035,0,1,4037,6454,0.006454
4535,40,1045,41800,2,36286,9073,1,39698200,39698200,13606,4535,9071,4535,0,1,4537,54402,0.054402
5035,40,1045,41800,2,40286,10073,1,44038200,44038200,15106,5035,10071,5035,0,1,5037,60792,0.060792
5535,40,1045,41800,2,44286,11073,1,48378200,48378200,16606,5535,11071,5535,0,1,5537,65593,0.065593
6035,40,1045,41800,2,48286,12073,1,52718200,52718200,18106,6035,12071,6035,0,1,6037,71835,0.071835
6535,40,1045,41800,2,52286,13073,1,57058200,57058200,19606,6535,13071,6535,0,1,6537,78022,0.078022
7035,40,1045,41800,2,56286,14073,1,61398200,61398200,21106,7035,14071,7035,0,1,7037,83640,0.08364
40,1050,40,42000,2,326,83,1,684800,684800,121,40,81,40,0,1,42,1587,0.001587
440,1050,40,42000,2,3526,883,1,4172800,4172800,1321,440,881,440,0,1,442,6877,0.006877
840,1050,40,42000,2,6726,1683,1,7660800,7660800,2521,840,1681,840,0,1,842,12525,0.012525
1240,1050,40,42000,2,9926,2483,1,11148800,11148800,3721,1240,2481,1240,0,1,1242,18733,0.018733
1640,1050,40,42000,2,13126,3283,1,14636800,14636800,4921,1640,3281,1640,0,1,1642,22433,0.022433
2040,1050,40,42000,2,16326,4083,1,18124800,18124800,6121,2040,4081,2040,0,1,2042,26812,0.026812
2440,1050,40,42000,2,19526,4883,1,21612800,21612800,7321,2440,4881,2440,0,1,2442,31994,0.031994
2840,1050,40,42000,2,22726,5683,1,25100800,25100800,8521,2840,5681,2840,0,1,2842,4696,0.004696
3240,1050,40,42000,2,25926,6483,1,28588800,28588800,9721,3240,6481,3240,0,1,3242,39421,0.039421
3640,1050,40,42000,2,29126,7283,1,32076800,32076800,10921,3640,7281,3640,0,1,3642,38538,0.038538
4040,1050,40,42000,2,32326,8083,1,35564800,35564800,12121,4040,8081,4040,0,1,4042,51809,0.051809
4440,1050,40,42000,2,35526,8883,1,39052800,39052800,13321,4440,8881,4440,0,1,4442,55377,0.055377
4840,1050,40,42000,2,38726,9683,1,42540800,42540800,14521,4840,9681,4840,0,1,4842,59523,0.059523
5240,1050,40,42000,2,41926,10483,1,46028800,46028800,15721,5240,10481,5240,0,1,5242,65906,0.065906
5640,1050,40,42000,2,45126,11283,1,49516800,49516800,16921,5640,11281,5640,0,1,5642,67692,0.067692
6040,1050,40,42000,2,48326,12083,1,53004800,53004800,18121,6040,12081,6040,0,1,6042,72869,0.072869
6440,1050,40,42000,2,51526,12883,1,56492800,56492800,19321,6440,12881,6440,0,1,6442,78504,0.078504
6840,1050,40,42000,2,54726,13683,1,59980800,59980800,20521,6840,13681,6840,0,1,6842,79940,0.07994
39,43,1041,44763,2,318,81,1,696312,696312,118,39,79,39,0,1,41,2647,0.002647
539,43,1041,44763,2,4318,1081,1,5032312,5032312,1618,539,1079,539,0,1,541,11710,0.01171
1039,43,1041,44763,2,8318,2081,1,9368312,9368312,3118,1039,2079,1039,0,1,1041,6021,0.006021
1539,43,1041,44763,2,12318,3081,1,13704312,13704312,4618,1539,3079,1539,0,1,1541,20004,0.020004
2039,43,1041,44763,2,16318,4081,1,18040312,18040312,6118,2039,4079,2039,0,1,2041,1676,0.001676
2539,43,1041,44763,2,20318,5081,1,22376312,22376312,7618,2539,5079,2539,0,1,2541,33882,0.033882
3039,43,1041,44763,2,24318,6081,1,26712312,26712312,9118,3039,6079,3039,0,1,3041,31218,0.031218
3539,43,1041,44763,2,28318,7081,1,31048312,31048312,10618,3539,7079,3539,0,1,3541,53528,0.053528
4039,43,1041,44763,2,32318,8081,1,35384312,35384312,12118,4039,8079,4039,0,1,4041,59157,0.059157
4539,43,1041,44763,2,36318,9081,1,39720312,39720312,13618,4539,9079,4539,0,1,4541,3767,0.003767
5039,43,1041,44763,2,40318,10081,1,44056312,44056312,15118,5039,10079,5039,0,1,5041,65402,0.065402
5539,43,1041,44763,2,44318,11081,1,48392312,48392312,16618,5539,11079,5539,0,1,5541,53709,0.053709
6039,43,1041,44763,2,48318,12081,1,52728312,52728312,18118,6039,12079,6039,0,1,6041,73472,0.073472
6539,43,1041,44763,2,52318,13081,1,57064312,57064312,19618,6539,13079,6539,0,1,6541,84555,0.084555
7039,43,1041,44763,2,56318,14081,1,61400312,61400312,21118,7039,14079,7039,0,1,7041,85390,0.08539
39,1143,41,46863,2,318,81,1,744312,744312,118,39,79,39,0,1,41,2153,0.002153
539,1143,41,46863,2,4318,1081,1,5480312,5480312,1618,539,1079,539,0,1,541,221,0.000221
1039,1143,41,46863,2,8318,2081,1,10216312,10216312,3118,1039,2079,1039,0,1,1041,14483,0.014483
1539,1143,41,46863,2,12318,3081,1,14952312,14952312,4618,1539,3079,1539,0,1,1541,18357,0.018357
2039,1143,41,46863,2,16318,4081,1,19688312,19688312,6118,2039,4079,2039,0,1,2041,27585,0.027585
2539,1143,41,46863,2,20318,5081,1,24424312,24424312,7618,2539,5079,2539,0,1,2541,34218,0.034218
3039,1143,41,46863,2,24318,6081,1,29160312,29160312,9118,3039,6079,3039,0,1,3041,41130,0.04113
3539,1143,41,46863,2,28318,7081,1,33896312,33896312,10618,3539,7079,3539,0,1,3541,47834,0.047834
4039,1143,41,46863,2,32318,8081,1,38632312,38632312,12118,4039,8079,4039,0,1,4041,46413,0.046413
4539,1143,41,46863,2,36318,9081,1,43368312,43368312,13618,4539,9079,4539,0,1,4541,56561,0.056561
5039,1143,41,46863,2,40318,10081,1,48104312,48104312,15118,5039,10079,5039,0,1,5041,66415,0.066415
5539,1143,41,46863,2,44318,11081,1,52840312,52840312,16618,5539,11079,5539,0,1,5541,72950,0.07295
6039,1143,41,46863,2,48318,12081,1,57576312,57576312,18118,6039,12079,6039,0,1,6041,76906,0.076906
6539,1143,41,46863,2,52318,13081,1,62312312,62312312,19618,6539,13079,6539,0,1,6541,85718,0.085718
7039,1143,41,46863,2,56318,14081,1,67048312,67048312,21118,7039,14079,7039,0,1,7041,89405,0.089405
40,50,940,47000,2,326,83,1,692800,692800,121,40,81,40,0,1,42,405,0.000405
440,50,940,47000,2,3526,883,1,3860800,3860800,1321,440,881,440,0,1,442,3912,0.003912
840,50,940,47000,2,6726,1683,1,7028800,7028800,2521,840,1681,840,0,1,842,441,0.000441
1240,50,940,47000,2,9926,2483,1,10196800,10196800,3721,1240,2481,1240,0,1,1242,653,0.000653
1640,50,940,47000,2,13126,3283,1,13364800,13364800,4921,1640,3281,1640,0,1,1642,21282,0.021282
2040,50,940,47000,2,16326,4083,1,16532800,16532800,6121,2040,4081,2040,0,1,2042,29539,0.029539
2440,50,940,47000,2,19526,4883,1,19700800,19700800,7321,2440,4881,2440,0,1,2442,28365,0.028365
2840,50,940,47000,2,22726,5683,1,22868800,22868800,8521,2840,5681,2840,0,1,2842,22062,0.022062
3240,50,940,47000,2,25926,6483,1,26036800,26036800,9721,3240,6481,3240,0,1,3242,2552,0.002552
3640,50,940,47000,2,29126,7283,1,29204800,29204800,10921,3640,7281,3640,0,1,3642,44105,0.044105
4040,50,940,47000,2,32326,8083,1,32372800,32372800,12121,4040,8081,4040,0,1,4042,48728,0.048728
4440,50,940,47000,2,35526,8883,1,35540800,35540800,13321,4440,8881,4440,0,1,4442,3243,0.003243
4840,50,940,47000,2,38726,9683,1,38708800,38708800,14521,4840,9681,4840,0,1,4842,7628,0.007628
5240,50,940,47000,2,41926,10483,1,41876800,41876800,15721,5240,10481,5240,0,1,5242,29697,0.029697
5640,50,940,47000,2,45126,11283,1,45044800,45044800,16921,5640,11281,5640,0,1,5642,68103,0.068103
6040,50,940,47000,2,48326,12083,1,48212800,48212800,18121,6040,12081,6040,0,1,6042,74027,0.074027
6440,50,940,47000,2,51526,12883,1,51380800,51380800,19321,6440,12881,6440,0,1,6442,34395,0.034395
6840,50,940,47000,2,54726,13683,1,54548800,54548800,20521,6840,13681,6840,0,1,6842,83338,0.083338
35,1140,45,51300,2,286,73,1,742200,742200,106,35,71,35,0,1,37,5524,0.005524
535,1140,45,51300,2,4286,1073,1,5482200,5482200,1606,535,1071,535,0,1,537,10034,0.010034
1035,1140,45,51300,2,8286,2073,1,10222200,10222200,3106,1035,2071,1035,0,1,1037,15426,0.015426
1535,1140,45,51300,2,12286,3073,1,14962200,14962200,4606,1535,3071,1535,0,1,1537,21686,0.021686
2035,1140,45,51300,2,16286,4073,1,19702200,19702200,6106,2035,4071,2035,0,1,2037,28794,0.028794
2535,1140,45,51300,2,20286,5073,1,24442200,24442200,7606,2535,5071,2535,0,1,2537,34789,0.034789
3035,1140,45,51300,2,24286,6073,1,29182200,29182200,9106,3035,6071,3035,0,1,3037,41658,0.041658
3535,1140,45,51300,2,28286,7073,1,33922200,33922200,10606,3535,7071,3535,0,1,3537,46404,0.046404
4035,1140,45,51300,2,32286,8073,1,38662200,38662200,12106,4035,8071,4035,0,1,4037,52983,0.052983
40,1300,40,52000,2,326,83,1,844800,844800,121,40,81,40,0,1,42,6612,0.006612
440,1300,40,52000,2,3526,883,1,5132800,5132800,1321,440,881,440,0,1,442,7298,0.007298
840,1300,40,52000,2,6726,1683,1,9420800,9420800,2521,840,1681,840,0,1,842,12474,0.012474
1240,1300,40,52000,2,9926,2483,1,13708800,13708800,3721,1240,2481,1240,0,1,1242,17774,0.017774
1640,1300,40,52000,2,13126,3283,1,17996800,17996800,4921,1640,3281,1640,0,1,1642,22719,0.022719
2040,1300,40,52000,2,16326,4083,1,22284800,22284800,6121,2040,4081,2040,0,1,2042,28500,0.0285
2440,1300,40,52000,2,19526,4883,1,26572800,26572800,7321,2440,4881,2440,0,1,2442,32841,0.032841
2840,1300,40,52000,2,22726,5683,1,30860800,30860800,8521,2840,5681,2840,0,1,2842,39445,0.039445
3240,1300,40,52000,2,25926,6483,1,35148800,35148800,9721,3240,6481,3240,0,1,3242,44202,0.044202
3640,1300,40,52000,2,29126,7283,1,39436800,39436800,10921,3640,7281,3640,0,1,3642,50044,0.050044
4040,1300,40,52000,2,32326,8083,1,43724800,43724800,12121,4040,8081,4040,0,1,4042,24425,0.024425
4440,1300,40,52000,2,35526,8883,1,48012800,48012800,13321,4440,8881,4440,0,1,4442,61946,0.061946
4840,1300,40,52000,2,38726,9683,1,52300800,52300800,14521,4840,9681,4840,0,1,4842,65355,0.065355
5240,1300,40,52000,2,41926,10483,1,56588800,56588800,15721,5240,10481,5240,0,1,5242,76333,0.076333
5640,1300,40,52000,2,45126,11283,1,60876800,60876800,16921,5640,11281,5640,0,1,5642,80284,0.080284
6040,1300,40,52000,2,48326,12083,1,65164800,65164800,18121,6040,12081,6040,0,1,6042,90445,0.090445
6440,1300,40,52000,2,51526,12883,1,69452800,69452800,19321,6440,12881,6440,0,1,6442,93161,0.093161
6840,1300,40,52000,2,54726,13683,1,73740800,73740800,20521,6840,13681,6840,0,1,6842,91346,0.091346
55,805,65,52325,2,446,113,1,801400,801400,166,55,111,55,0,1,57,4262,0.004262
455,805,65,52325,2,3646,913,1,3585400,3585400,1366,455,911,455,0,1,457,7947,0.007947
855,805,65,52325,2,6846,1713,1,6369400,6369400,2566,855,1711,855,0,1,857,12480,0.01248
1255,805,65,52325,2,10046,2513,1,9153400,9153400,3766,1255,2511,1255,0,1,1257,16606,0.016606
1655,805,65,52325,2,13246,3313,1,11937400,11937400,4966,1655,3311,1655,0,1,1657,21328,0.021328
2055,805,65,52325,2,16446,4113,1,14721400,14721400,6166,2055,4111,2055,0,1,2057,25941,0.025941
2455,805,65,52325,2,19646,4913,1,17505400,17505400,7366,2455,4911,2455,0,1,2457,31492,0.031492
2855,805,65,52325,2,22846,5713,1,20289400,20289400,8566,2855,5711,2855,0,1,2857,35056,0.035056
3255,805,65,52325,2,26046,6513,1,23073400,23073400,9766,3255,6511,3255,0,1,3257,39921,0.039921
3655,805,65,52325,2,29246,7313,1,25857400,25857400,10966,3655,7311,3655,0,1,3657,44925,0.044925
4055,805,65,52325,2,32446,8113,1,28641400,28641400,12166,4055,8111,4055,0,1,4057,49707,0.049707
4455,805,65,52325,2,35646,8913,1,31425400,31425400,13366,4455,8911,4455,0,1,4457,54717,0.054717
4855,805,65,52325,2,38846,9713,1,34209400,34209400,14566,4855,9711,4855,0,1,4857,58868,0.058868
5255,805,65,52325,2,42046,10513,1,36993400,36993400,15766,5255,10511,5255,0,1,5257,63483,0.063483
5655,805,65,52325,2,45246,11313,1,39777400,39777400,16966,5655,11311,5655,0,1,5657,68138,0.068138
6055,805,65,52325,2,48446,12113,1,42561400,42561400,18166,6055,12111,6055,0,1,6057,72933,0.072933
6455,805,65,52325,2,51646,12913,1,45345400,45345400,19366,6455,12911,6455,0,1,6457,78121,0.078121
6855,805,65,52325,2,54846,13713,1,48129400,48129400,20566,6855,13711,6855,0,1,6857,83384,0.083384
55,55,965,53075,2,446,113,1,873400,873400,166,55,111,55,0,1,57,3638,0.003638
455,55,965,53075,2,3646,913,1,4137400,4137400,1366,455,911,455,0,1,457,4038,0.004038
855,55,965,53075,2,6846,1713,1,7401400,7401400,2566,855,1711,855,0,1,857,466,0.000466
1255,55,965,53075,2,10046,2513,1,10665400,10665400,3766,1255,2511,1255,0,1,1257,642,0.000642
1655,55,965,53075,2,13246,3313,1,13929400,13929400,4966,1655,3311,1655,0,1,1657,23618,0.023618
2055,55,965,53075,2,16446,4113,1,17193400,17193400,6166,2055,4111,2055,0,1,2057,1735,0.001735
2455,55,965,53075,2,19646,4913,1,20457400,20457400,7366,2455,4911,2455,0,1,2457,1954,0.001954
2855,55,965,53075,2,22846,5713,1,23721400,23721400,8566,2855,5711,2855,0,1,2857,36701,0.036701
3255,55,965,53075,2,26046,6513,1,26985400,26985400,9766,3255,6511,3255,0,1,3257,21735,0.021735
3655,55,965,53075,2,29246,7313,1,30249400,30249400,10966,3655,7311,3655,0,1,3657,48004,0.048004
4055,55,965,53075,2,32446,8113,1,33513400,33513400,12166,4055,8111,4055,0,1,4057,51973,0.051973
4455,55,965,53075,2,35646,8913,1,36777400,36777400,13366,4455,8911,4455,0,1,4457,57422,0.057422
4855,55,965,53075,2,38846,9713,1,40041400,40041400,14566,4855,9711,4855,0,1,4857,63299,0.063299
5255,55,965,53075,2,42046,10513,1,43305400,43305400,15766,5255,10511,5255,0,1,5257,17566,0.017566
5655,55,965,53075,2,45246,11313,1,46569400,46569400,16966,5655,11311,5655,0,1,5657,80192,0.080192
6055,55,965,53075,2,48446,12113,1,49833400,49833400,18166,6055,12111,6055,0,1,6057,36361,0.036361
6455,55,965,53075,2,51646,12913,1,53097400,53097400,19366,6455,12911,6455,0,1,6457,87254,0.087254
6855,55,965,53075,2,54846,13713,1,56361400,56361400,20566,6855,13711,6855,0,1,6857,4764,0.004764
