Kernel, Architechture, Vendor, No of CPUs, Cycle(MHz), L1(KB), L2(KB), L3(KB), RAM(GB), Available Threads, Num Iterations, varDecl, refExpr, intLiteral, floatLiteral, add_int, add_float, sub_int, sub_float, mul_int, mul_float, div_int, div_float, rem_int, rem_float, shl_int, shl_float, shr_int, shr_float, assign_int, assign_float, mulAssign_int, mulAssign_float, divAssign_int, divAssign_float, remAssign_int, remAssign_float, addAssign_int, addAssign_float, subAssign_int, subAssign_float, shlAssign_int, shlAssign_float, shrAssign_int, shrAssign_float, postInc_int, postInc_float, postDec_int, postDec_float, preInc_int, preInc_float, preDec_int, preDec_float,Execution Time
kernel_100_600_1_5_9_44,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,60658,5402,600,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,1800,1200,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,1801,0,0,0,0,0,0,0,0.004
kernel_100_600_1_5_9_45,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,69658,6602,600,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,3600,1200,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.001
kernel_100_600_1_5_9_46,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,84076,6602,600,0,1200,0,0,3603,0,0,0,0,0,0,0,0,0,6003,1200,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.007
kernel_100_600_1_5_9_47,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,93076,7802,600,1200,1200,0,0,3603,0,0,0,0,0,0,0,0,0,7803,1200,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.010
kernel_100_600_1_5_9_48,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,49248,4202,600,0,0,0,0,0,3603,0,0,0,0,0,0,0,0,1200,3603,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,1201,0,0,0,0,0,0,0,0.005
kernel_100_600_1_5_9_49,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,58248,5402,600,1200,0,0,0,0,3603,0,0,0,0,0,0,0,0,3000,3603,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,1801,0,0,0,0,0,0,0,0.005
kernel_100_600_1_5_9_50,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,72666,5402,600,0,0,0,0,3603,3603,0,0,0,0,0,0,0,0,5403,3603,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,1801,0,0,0,0,0,0,0,0.050
kernel_100_600_1_5_9_51,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,81666,6602,600,1200,0,0,0,3603,3603,0,0,0,0,0,0,0,0,7203,3603,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.012
kernel_100_600_1_5_9_52,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,75076,5402,600,0,0,0,0,0,3603,0,0,0,0,0,0,0,0,1800,3603,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,1801,0,0,0,0,0,0,0,0.010
kernel_100_600_1_5_9_53,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,84076,6602,600,1200,0,0,0,0,3603,0,0,0,0,0,0,0,0,3600,3603,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.008
kernel_100_600_1_5_9_54,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,98494,6602,600,0,0,0,0,3603,3603,0,0,0,0,0,0,0,0,6003,3603,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.012
kernel_100_600_1_5_9_55,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,107494,7802,600,1200,0,0,0,3603,3603,0,0,0,0,0,0,0,0,7803,3603,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.022
kernel_100_600_1_5_9_56,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,58248,5402,600,0,1200,0,0,0,3603,0,0,0,0,0,0,0,0,1800,4803,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,1801,0,0,0,0,0,0,0,0.007
kernel_100_600_1_5_9_57,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,67248,6602,600,1200,1200,0,0,0,3603,0,0,0,0,0,0,0,0,3600,4803,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.013
kernel_100_600_1_5_9_58,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,81666,6602,600,0,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,6003,4803,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.012
kernel_100_600_1_5_9_59,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,90666,7802,600,1200,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,7803,4803,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.012
kernel_100_600_1_5_9_60,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,84076,6602,600,0,1200,0,0,0,3603,0,0,0,0,0,0,0,0,2400,4803,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.015
kernel_100_600_1_5_9_61,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,93076,7802,600,1200,1200,0,0,0,3603,0,0,0,0,0,0,0,0,4200,4803,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.009
kernel_100_600_1_5_9_62,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,107494,7802,600,0,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,6603,4803,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.027
kernel_100_600_1_5_9_63,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,116494,9002,600,1200,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,8403,4803,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.023
kernel_100_600_1_5_9_64,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,4202,3002,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,0,0,0,0,0,0,0,0.015
kernel_100_600_1_5_9_65,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,13202,4202,600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.004
kernel_100_600_1_5_9_66,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,27620,4202,600,0,0,0,0,3603,0,0,0,0,0,0,0,0,0,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.007
kernel_100_600_1_5_9_67,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,36620,5402,600,1200,0,0,0,3603,0,0,0,0,0,0,0,0,0,6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.011
kernel_100_600_1_5_9_68,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,30030,4202,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.004
kernel_100_600_1_5_9_69,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,39030,5402,600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.007
kernel_100_600_1_5_9_70,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,53448,5402,600,0,0,0,0,3603,0,0,0,0,0,0,0,0,0,5403,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.009
kernel_100_600_1_5_9_71,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,62448,6602,600,1200,0,0,0,3603,0,0,0,0,0,0,0,0,0,7203,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.019
kernel_100_600_1_5_9_72,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,13202,4202,600,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.004
kernel_100_600_1_5_9_73,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,22202,5402,600,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,3000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.005
kernel_100_600_1_5_9_74,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,36620,5402,600,0,1200,0,0,3603,0,0,0,0,0,0,0,0,0,5403,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.010
kernel_100_600_1_5_9_75,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,45620,6602,600,1200,1200,0,0,3603,0,0,0,0,0,0,0,0,0,7203,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.020
kernel_100_600_1_5_9_76,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,39030,5402,600,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,1800,1200,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.006
kernel_100_600_1_5_9_77,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,48030,6602,600,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,3600,1200,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.007
kernel_100_600_1_5_9_78,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,62448,6602,600,0,1200,0,0,3603,0,0,0,0,0,0,0,0,0,6003,1200,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.012
kernel_100_600_1_5_9_79,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,71448,7802,600,1200,1200,0,0,3603,0,0,0,0,0,0,0,0,0,7803,1200,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.040
kernel_100_600_1_5_9_80,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,27620,4202,600,0,0,0,0,0,3603,0,0,0,0,0,0,0,0,1200,3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.007
kernel_100_600_1_5_9_81,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,36620,5402,600,1200,0,0,0,0,3603,0,0,0,0,0,0,0,0,3000,3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.011
kernel_100_600_1_5_9_82,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,51038,5402,600,0,0,0,0,3603,3603,0,0,0,0,0,0,0,0,5403,3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.019
kernel_100_600_1_5_9_83,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,60038,6602,600,1200,0,0,0,3603,3603,0,0,0,0,0,0,0,0,7203,3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.015
kernel_100_600_1_5_9_84,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,53448,5402,600,0,0,0,0,0,3603,0,0,0,0,0,0,0,0,1800,3603,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.008
kernel_100_600_1_5_9_85,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,62448,6602,600,1200,0,0,0,0,3603,0,0,0,0,0,0,0,0,3600,3603,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.016
kernel_100_600_1_5_9_86,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,76866,6602,600,0,0,0,0,3603,3603,0,0,0,0,0,0,0,0,6003,3603,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.013
kernel_100_600_1_5_9_87,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,85866,7802,600,1200,0,0,0,3603,3603,0,0,0,0,0,0,0,0,7803,3603,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.014
kernel_100_600_1_5_9_88,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,36620,5402,600,0,1200,0,0,0,3603,0,0,0,0,0,0,0,0,1800,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.010
kernel_100_600_1_5_9_89,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,45620,6602,600,1200,1200,0,0,0,3603,0,0,0,0,0,0,0,0,3600,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.012
kernel_100_600_1_5_9_90,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,60038,6602,600,0,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,6003,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.013
kernel_100_600_1_5_9_91,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,69038,7802,600,1200,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,7803,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.014
kernel_100_600_1_5_9_92,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,62448,6602,600,0,1200,0,0,0,3603,0,0,0,0,0,0,0,0,2400,4803,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.009
kernel_100_600_1_5_9_93,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,71448,7802,600,1200,1200,0,0,0,3603,0,0,0,0,0,0,0,0,4200,4803,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.018
kernel_100_600_1_5_9_94,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,85866,7802,600,0,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,6603,4803,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.015
kernel_100_600_1_5_9_95,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,94866,9002,600,1200,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,8403,4803,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,4801,0,0,0,0,0,0,0,0.017
kernel_100_600_1_5_9_96,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,30030,4202,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0.006
kernel_100_600_1_5_9_97,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,39030,5402,600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.008
kernel_100_600_1_5_9_98,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,53448,5402,600,0,0,0,0,3603,0,0,0,0,0,0,0,0,0,5403,0,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.019
kernel_100_600_1_5_9_99,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,62448,6602,600,1200,0,0,0,3603,0,0,0,0,0,0,0,0,0,7203,0,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.015
kernel_100_600_1_5_9_100,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,55858,5402,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.007
kernel_100_600_1_5_9_101,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,64858,6602,600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.009
kernel_100_600_1_5_9_102,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,79276,6602,600,0,0,0,0,3603,0,0,0,0,0,0,0,0,0,6003,0,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.014
kernel_100_600_1_5_9_103,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,88276,7802,600,1200,0,0,0,3603,0,0,0,0,0,0,0,0,0,7803,0,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.039
kernel_100_600_1_5_9_104,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,39030,5402,600,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,1800,1200,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.012
kernel_100_600_1_5_9_105,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,48030,6602,600,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,3600,1200,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.009
kernel_100_600_1_5_9_106,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,62448,6602,600,0,1200,0,0,3603,0,0,0,0,0,0,0,0,0,6003,1200,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.012
kernel_100_600_1_5_9_107,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,71448,7802,600,1200,1200,0,0,3603,0,0,0,0,0,0,0,0,0,7803,1200,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.020
kernel_100_600_1_5_9_108,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,64858,6602,600,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,2400,1200,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.012
kernel_100_600_1_5_9_109,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,73858,7802,600,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,4200,1200,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.014
kernel_100_600_1_5_9_110,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,88276,7802,600,0,1200,0,0,3603,0,0,0,0,0,0,0,0,0,6603,1200,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.013
kernel_100_600_1_5_9_111,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,97276,9002,600,1200,1200,0,0,3603,0,0,0,0,0,0,0,0,0,8403,1200,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,4801,0,0,0,0,0,0,0,0.016
kernel_100_600_1_5_9_112,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,53448,5402,600,0,0,0,0,0,3603,0,0,0,0,0,0,0,0,1800,3603,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0.010
kernel_100_600_1_5_9_113,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,62448,6602,600,1200,0,0,0,0,3603,0,0,0,0,0,0,0,0,3600,3603,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.027
kernel_100_600_1_5_9_114,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,76866,6602,600,0,0,0,0,3603,3603,0,0,0,0,0,0,0,0,6003,3603,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.012
kernel_100_600_1_5_9_115,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,85866,7802,600,1200,0,0,0,3603,3603,0,0,0,0,0,0,0,0,7803,3603,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.015
kernel_100_600_1_5_9_116,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,79276,6602,600,0,0,0,0,0,3603,0,0,0,0,0,0,0,0,2400,3603,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.009
kernel_100_600_1_5_9_117,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,88276,7802,600,1200,0,0,0,0,3603,0,0,0,0,0,0,0,0,4200,3603,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.013
kernel_100_600_1_5_9_118,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,102694,7802,600,0,0,0,0,3603,3603,0,0,0,0,0,0,0,0,6603,3603,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.045
kernel_100_600_1_5_9_119,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,111694,9002,600,1200,0,0,0,3603,3603,0,0,0,0,0,0,0,0,8403,3603,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,4801,0,0,0,0,0,0,0,0.019
kernel_100_600_1_5_9_120,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,62448,6602,600,0,1200,0,0,0,3603,0,0,0,0,0,0,0,0,2400,4803,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0.016
kernel_100_600_1_5_9_121,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,71448,7802,600,1200,1200,0,0,0,3603,0,0,0,0,0,0,0,0,4200,4803,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.017
kernel_100_600_1_5_9_122,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,85866,7802,600,0,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,6603,4803,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.016
kernel_100_600_1_5_9_123,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,94866,9002,600,1200,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,8403,4803,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,4801,0,0,0,0,0,0,0,0.020
kernel_100_600_1_5_9_124,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,88276,7802,600,0,1200,0,0,0,3603,0,0,0,0,0,0,0,0,3000,4803,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0.015
kernel_100_600_1_5_9_125,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,97276,9002,600,1200,1200,0,0,0,3603,0,0,0,0,0,0,0,0,4800,4803,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,4801,0,0,0,0,0,0,0,0.015
kernel_100_600_1_5_9_126,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,111694,9002,600,0,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,7203,4803,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,4801,0,0,0,0,0,0,0,0.017
kernel_100_600_1_5_9_127,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,1801,120694,10202,600,1200,1200,0,0,3603,3603,0,0,0,0,0,0,0,0,9003,4803,0,0,0,0,0,0,6007,6007,0,0,0,0,0,0,5401,0,0,0,0,0,0,0,0.022
kernel_1100_100_1_330_626_0,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,2,302,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.211
kernel_1100_100_1_330_626_1,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,1502,502,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0.025
kernel_1100_100_1_330_626_2,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,200870,502,100,0,0,0,0,33428,0,0,0,0,0,0,0,0,0,33528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0.091
kernel_1100_100_1_330_626_3,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,202370,702,100,200,0,0,0,33428,0,0,0,0,0,0,0,0,0,33828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.073
kernel_1100_100_1_330_626_4,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,253598,502,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,63324,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0.066
kernel_1100_100_1_330_626_5,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,255098,702,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,63324,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.041
kernel_1100_100_1_330_626_6,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,454466,702,100,0,0,0,0,33428,0,0,0,0,0,0,0,0,0,33628,0,0,0,0,0,0,0,63324,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.184
kernel_1100_100_1_330_626_7,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,455966,902,100,200,0,0,0,33428,0,0,0,0,0,0,0,0,0,33928,0,0,0,0,0,0,0,63324,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.168
kernel_1100_100_1_330_626_8,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,1502,502,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0.005
kernel_1100_100_1_330_626_9,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,3002,702,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,400,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.005
kernel_1100_100_1_330_626_10,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,202370,702,100,0,200,0,0,33428,0,0,0,0,0,0,0,0,0,33628,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.079
kernel_1100_100_1_330_626_11,x86_64,Intel,144,2094,32,256,46080,3023.79,12,1100,301,203870,902,100,200,200,0,0,33428,0,0,0,0,0,0,0,0,0,33928,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.074
