Kernel, Architechture, Vendor, No of CPUs, Cycle(MHz), L1(KB), L2(KB), L3(KB), RAM(GB), Available Threads, Num Iterations, varDecl, refExpr, intLiteral, floatLiteral, add_int, add_float, sub_int, sub_float, mul_int, mul_float, div_int, div_float, rem_int, rem_float, shl_int, shl_float, shr_int, shr_float, assign_int, assign_float, mulAssign_int, mulAssign_float, divAssign_int, divAssign_float, remAssign_int, remAssign_float, addAssign_int, addAssign_float, subAssign_int, subAssign_float, shlAssign_int, shlAssign_float, shrAssign_int, shrAssign_float, postInc_int, postInc_float, postDec_int, postDec_float, preInc_int, preInc_float, preDec_int, preDec_float,Execution Time
kernel_100_100_1_5_9_0,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,2,302,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.183
kernel_100_100_1_5_9_1,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,1502,502,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0.000
kernel_100_100_1_5_9_2,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,3920,502,100,0,0,0,0,603,0,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_3,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,5420,702,100,200,0,0,0,603,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_4,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,4330,502,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0.000
kernel_100_100_1_5_9_5,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,5830,702,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.009
kernel_100_100_1_5_9_6,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,8248,702,100,0,0,0,0,603,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_7,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,9748,902,100,200,0,0,0,603,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_8,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,1502,502,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_9,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,3002,702,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,400,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_10,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,5420,702,100,0,200,0,0,603,0,0,0,0,0,0,0,0,0,803,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_11,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,6920,902,100,200,200,0,0,603,0,0,0,0,0,0,0,0,0,1103,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.011
kernel_100_100_1_5_9_12,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,5830,702,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.000
kernel_100_100_1_5_9_13,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,7330,902,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,500,200,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.000
kernel_100_100_1_5_9_14,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,9748,902,100,0,200,0,0,603,0,0,0,0,0,0,0,0,0,903,200,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_15,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,11248,1102,100,200,200,0,0,603,0,0,0,0,0,0,0,0,0,1203,200,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_16,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,3920,502,100,0,0,0,0,0,603,0,0,0,0,0,0,0,0,100,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_17,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,5420,702,100,200,0,0,0,0,603,0,0,0,0,0,0,0,0,400,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_18,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,7838,702,100,0,0,0,0,603,603,0,0,0,0,0,0,0,0,803,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_19,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,9338,902,100,200,0,0,0,603,603,0,0,0,0,0,0,0,0,1103,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.023
kernel_100_100_1_5_9_20,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,8248,702,100,0,0,0,0,0,603,0,0,0,0,0,0,0,0,200,603,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.004
kernel_100_100_1_5_9_21,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,9748,902,100,200,0,0,0,0,603,0,0,0,0,0,0,0,0,500,603,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.013
kernel_100_100_1_5_9_22,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,12166,902,100,0,0,0,0,603,603,0,0,0,0,0,0,0,0,903,603,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.004
kernel_100_100_1_5_9_23,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,13666,1102,100,200,0,0,0,603,603,0,0,0,0,0,0,0,0,1203,603,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.010
kernel_100_100_1_5_9_24,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,5420,702,100,0,200,0,0,0,603,0,0,0,0,0,0,0,0,200,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_25,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,6920,902,100,200,200,0,0,0,603,0,0,0,0,0,0,0,0,500,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_26,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,9338,902,100,0,200,0,0,603,603,0,0,0,0,0,0,0,0,903,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.006
kernel_100_100_1_5_9_27,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,10838,1102,100,200,200,0,0,603,603,0,0,0,0,0,0,0,0,1203,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.004
kernel_100_100_1_5_9_28,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,9748,902,100,0,200,0,0,0,603,0,0,0,0,0,0,0,0,300,803,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_29,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,11248,1102,100,200,200,0,0,0,603,0,0,0,0,0,0,0,0,600,803,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_30,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,13666,1102,100,0,200,0,0,603,603,0,0,0,0,0,0,0,0,1003,803,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_31,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,15166,1302,100,200,200,0,0,603,603,0,0,0,0,0,0,0,0,1303,803,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.026
kernel_100_100_1_5_9_32,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,4330,502,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0.004
kernel_100_100_1_5_9_33,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,5830,702,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_34,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,8248,702,100,0,0,0,0,603,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_35,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,9748,902,100,200,0,0,0,603,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_36,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,8658,702,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_37,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,10158,902,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.000
kernel_100_100_1_5_9_38,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,12576,902,100,0,0,0,0,603,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_39,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,14076,1102,100,200,0,0,0,603,0,0,0,0,0,0,0,0,0,1203,0,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_40,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,5830,702,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.000
kernel_100_100_1_5_9_41,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,7330,902,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,500,200,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.000
kernel_100_100_1_5_9_42,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,9748,902,100,0,200,0,0,603,0,0,0,0,0,0,0,0,0,903,200,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.011
kernel_100_100_1_5_9_43,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,11248,1102,100,200,200,0,0,603,0,0,0,0,0,0,0,0,0,1203,200,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_44,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,10158,902,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,300,200,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.000
kernel_100_100_1_5_9_45,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,11658,1102,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.000
kernel_100_100_1_5_9_46,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,14076,1102,100,0,200,0,0,603,0,0,0,0,0,0,0,0,0,1003,200,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_47,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,15576,1302,100,200,200,0,0,603,0,0,0,0,0,0,0,0,0,1303,200,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_48,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,8248,702,100,0,0,0,0,0,603,0,0,0,0,0,0,0,0,200,603,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_49,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,9748,902,100,200,0,0,0,0,603,0,0,0,0,0,0,0,0,500,603,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_50,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,12166,902,100,0,0,0,0,603,603,0,0,0,0,0,0,0,0,903,603,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_51,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,13666,1102,100,200,0,0,0,603,603,0,0,0,0,0,0,0,0,1203,603,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_52,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,12576,902,100,0,0,0,0,0,603,0,0,0,0,0,0,0,0,300,603,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_53,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,14076,1102,100,200,0,0,0,0,603,0,0,0,0,0,0,0,0,600,603,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.018
kernel_100_100_1_5_9_54,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,16494,1102,100,0,0,0,0,603,603,0,0,0,0,0,0,0,0,1003,603,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_55,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,17994,1302,100,200,0,0,0,603,603,0,0,0,0,0,0,0,0,1303,603,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_56,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,9748,902,100,0,200,0,0,0,603,0,0,0,0,0,0,0,0,300,803,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_57,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,11248,1102,100,200,200,0,0,0,603,0,0,0,0,0,0,0,0,600,803,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_58,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,13666,1102,100,0,200,0,0,603,603,0,0,0,0,0,0,0,0,1003,803,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_59,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,15166,1302,100,200,200,0,0,603,603,0,0,0,0,0,0,0,0,1303,803,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_60,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,14076,1102,100,0,200,0,0,0,603,0,0,0,0,0,0,0,0,400,803,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_61,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,15576,1302,100,200,200,0,0,0,603,0,0,0,0,0,0,0,0,700,803,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_62,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,17994,1302,100,0,200,0,0,603,603,0,0,0,0,0,0,0,0,1103,803,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.004
kernel_100_100_1_5_9_63,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,19494,1502,100,200,200,0,0,603,603,0,0,0,0,0,0,0,0,1403,803,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.004
kernel_100_100_1_5_9_64,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,702,502,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0.022
kernel_100_100_1_5_9_65,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,2202,702,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_66,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,4620,702,100,0,0,0,0,603,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_67,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,6120,902,100,200,0,0,0,603,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_68,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,5030,702,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_69,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,6530,902,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_70,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,8948,902,100,0,0,0,0,603,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_71,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,10448,1102,100,200,0,0,0,603,0,0,0,0,0,0,0,0,0,1203,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.004
kernel_100_100_1_5_9_72,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,2202,702,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_73,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,3702,902,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,500,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_74,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,6120,902,100,0,200,0,0,603,0,0,0,0,0,0,0,0,0,903,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_75,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,7620,1102,100,200,200,0,0,603,0,0,0,0,0,0,0,0,0,1203,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_76,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,6530,902,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,300,200,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.013
kernel_100_100_1_5_9_77,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,8030,1102,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.014
kernel_100_100_1_5_9_78,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,10448,1102,100,0,200,0,0,603,0,0,0,0,0,0,0,0,0,1003,200,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_79,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,11948,1302,100,200,200,0,0,603,0,0,0,0,0,0,0,0,0,1303,200,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_80,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,4620,702,100,0,0,0,0,0,603,0,0,0,0,0,0,0,0,200,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_81,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,6120,902,100,200,0,0,0,0,603,0,0,0,0,0,0,0,0,500,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.010
kernel_100_100_1_5_9_82,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,8538,902,100,0,0,0,0,603,603,0,0,0,0,0,0,0,0,903,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_83,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,10038,1102,100,200,0,0,0,603,603,0,0,0,0,0,0,0,0,1203,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.004
kernel_100_100_1_5_9_84,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,8948,902,100,0,0,0,0,0,603,0,0,0,0,0,0,0,0,300,603,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_85,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,10448,1102,100,200,0,0,0,0,603,0,0,0,0,0,0,0,0,600,603,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.014
kernel_100_100_1_5_9_86,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,12866,1102,100,0,0,0,0,603,603,0,0,0,0,0,0,0,0,1003,603,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_87,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,14366,1302,100,200,0,0,0,603,603,0,0,0,0,0,0,0,0,1303,603,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0.004
kernel_100_100_1_5_9_88,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,6120,902,100,0,200,0,0,0,603,0,0,0,0,0,0,0,0,300,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_89,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,7620,1102,100,200,200,0,0,0,603,0,0,0,0,0,0,0,0,600,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.031
kernel_100_100_1_5_9_90,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,10038,1102,100,0,200,0,0,603,603,0,0,0,0,0,0,0,0,1003,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_91,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,11538,1302,100,200,200,0,0,603,603,0,0,0,0,0,0,0,0,1303,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_92,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,10448,1102,100,0,200,0,0,0,603,0,0,0,0,0,0,0,0,400,803,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_93,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,11948,1302,100,200,200,0,0,0,603,0,0,0,0,0,0,0,0,700,803,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_94,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,14366,1302,100,0,200,0,0,603,603,0,0,0,0,0,0,0,0,1103,803,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0.003
kernel_100_100_1_5_9_95,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,15866,1502,100,200,200,0,0,603,603,0,0,0,0,0,0,0,0,1403,803,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0.014
kernel_100_100_1_5_9_96,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,5030,702,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0.001
kernel_100_100_1_5_9_97,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,6530,902,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.002
kernel_100_100_1_5_9_98,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,8948,902,100,0,0,0,0,603,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0.012
kernel_100_100_1_5_9_99,x86_64,Intel,144,2094,32,256,46080,3023.79,12,100,301,10448,1102,100,200,0,0,0,603,0,0,0,0,0,0,0,0,0,1203,0,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0.003
